timestamp,endpoint,registros,status,erro
14/03/2026 01:15,partidas,10,OK,
14/03/2026 01:15,rodadas,38,OK,
14/03/2026 01:15,status,1,OK,
14/03/2026 01:15,odds,31,OK,
14/03/2026 01:15,escalacao,261,OK,
14/03/2026 01:15,enriquecido,261,OK,
14/03/2026 06:42,mercado,719,OK,
14/03/2026 06:42,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 06:42,partidas,10,OK,
14/03/2026 06:42,rodadas,38,OK,
14/03/2026 06:42,status,1,OK,
14/03/2026 06:42,odds,31,OK,
14/03/2026 06:42,escalacao,261,OK,
14/03/2026 06:42,enriquecido,261,OK,
14/03/2026 10:44,mercado,719,OK,
14/03/2026 10:44,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 10:44,partidas,10,OK,
14/03/2026 10:44,rodadas,38,OK,
14/03/2026 10:44,status,1,OK,
14/03/2026 10:44,odds,31,OK,
14/03/2026 10:44,escalacao,261,OK,
14/03/2026 10:44,enriquecido,261,OK,
14/03/2026 12:55,mercado,718,OK,
14/03/2026 12:55,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 12:55,partidas,10,OK,
14/03/2026 12:55,rodadas,38,OK,
14/03/2026 12:55,status,1,OK,
14/03/2026 12:55,odds,31,OK,
14/03/2026 12:55,escalacao,261,OK,
14/03/2026 12:55,enriquecido,261,OK,
14/03/2026 14:36,mercado,718,OK,
14/03/2026 14:36,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 14:36,partidas,10,OK,
14/03/2026 14:36,rodadas,38,OK,
14/03/2026 14:36,status,1,OK,
14/03/2026 14:36,odds,31,OK,
14/03/2026 14:36,escalacao,261,OK,
14/03/2026 14:36,enriquecido,261,OK,
14/03/2026 15:09,mercado,718,OK,
14/03/2026 15:09,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 15:09,partidas,10,OK,
14/03/2026 15:09,rodadas,38,OK,
14/03/2026 15:09,status,1,OK,
14/03/2026 15:09,odds,31,OK,
14/03/2026 15:09,escalacao,261,OK,
14/03/2026 15:09,enriquecido,261,OK,
14/03/2026 15:14,mercado,718,OK,
14/03/2026 15:14,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 15:14,partidas,10,OK,
14/03/2026 15:14,rodadas,38,OK,
14/03/2026 15:14,status,1,OK,
14/03/2026 15:14,odds,31,OK,
14/03/2026 15:14,escalacao,261,OK,
14/03/2026 15:14,enriquecido,261,OK,
14/03/2026 15:21,mercado,718,OK,
14/03/2026 15:21,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 15:21,partidas,10,OK,
14/03/2026 15:21,rodadas,38,OK,
14/03/2026 15:21,status,1,OK,
14/03/2026 15:21,odds,31,OK,
14/03/2026 15:21,escalacao,261,OK,
14/03/2026 15:21,enriquecido,261,OK,
14/03/2026 15:37,mercado,718,OK,
14/03/2026 15:37,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 15:37,partidas,10,OK,
14/03/2026 15:37,rodadas,38,OK,
14/03/2026 15:37,status,1,OK,
14/03/2026 15:37,odds,31,OK,
14/03/2026 15:37,escalacao,261,OK,
14/03/2026 15:37,enriquecido,261,OK,
14/03/2026 15:49,mercado,718,OK,
14/03/2026 15:49,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 15:49,partidas,10,OK,
14/03/2026 15:49,rodadas,38,OK,
14/03/2026 15:49,status,1,OK,
14/03/2026 15:49,odds,31,OK,
14/03/2026 15:49,escalacao,261,OK,
14/03/2026 15:49,enriquecido,261,OK,
14/03/2026 16:43,mercado,718,OK,
14/03/2026 16:43,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 16:43,partidas,10,OK,
14/03/2026 16:43,rodadas,38,OK,
14/03/2026 16:43,status,1,OK,
14/03/2026 16:43,odds,31,OK,
14/03/2026 16:43,escalacao,261,OK,
14/03/2026 16:43,enriquecido,261,OK,
14/03/2026 17:21,mercado,718,OK,
14/03/2026 17:21,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 17:21,partidas,10,OK,
14/03/2026 17:21,rodadas,38,OK,
14/03/2026 17:21,status,1,OK,
14/03/2026 17:21,odds,31,OK,
14/03/2026 17:21,escalacao,261,OK,
14/03/2026 17:21,enriquecido,261,OK,
14/03/2026 17:24,mercado,718,OK,
14/03/2026 17:24,pontuados,0,ERRO,Expecting value: line 1 column 1 (char 0)
14/03/2026 17:24,partidas,10,OK,
14/03/2026 17:24,rodadas,38,OK,
14/03/2026 17:24,status,1,OK,
14/03/2026 17:24,odds,31,OK,
14/03/2026 17:24,escalacao,261,OK,
14/03/2026 17:24,enriquecido,261,OK,
14/03/2026 18:45,mercado,718,OK,
14/03/2026 18:45,pontuados,42,OK,
14/03/2026 18:45,partidas,10,OK,
14/03/2026 18:45,rodadas,38,OK,
14/03/2026 18:45,status,1,OK,
14/03/2026 18:45,odds,31,OK,
14/03/2026 18:45,escalacao,256,OK,
14/03/2026 18:45,enriquecido,256,OK,
14/03/2026 20:28,mercado,719,OK,
14/03/2026 20:28,pontuados,52,OK,
14/03/2026 20:28,partidas,10,OK,
14/03/2026 20:28,rodadas,38,OK,
14/03/2026 20:28,status,1,OK,
14/03/2026 20:28,odds,31,OK,
14/03/2026 20:28,escalacao,252,OK,
14/03/2026 20:28,enriquecido,252,OK,
15/03/2026 00:39,mercado,719,OK,
15/03/2026 00:39,pontuados,84,OK,
15/03/2026 00:39,partidas,10,OK,
15/03/2026 00:39,rodadas,38,OK,
15/03/2026 00:39,status,1,OK,
15/03/2026 00:39,odds,29,OK,
15/03/2026 00:39,escalacao,252,OK,
15/03/2026 00:39,enriquecido,252,OK,
15/03/2026 01:36,mercado,719,OK,
15/03/2026 01:36,pontuados,84,OK,
15/03/2026 01:36,partidas,10,OK,
15/03/2026 01:36,rodadas,38,OK,
15/03/2026 01:36,status,1,OK,
15/03/2026 01:36,odds,29,OK,
15/03/2026 01:36,escalacao,252,OK,
15/03/2026 01:36,enriquecido,252,OK,
15/03/2026 06:42,mercado,719,OK,
15/03/2026 06:42,pontuados,84,OK,
15/03/2026 06:42,partidas,10,OK,
15/03/2026 06:42,rodadas,38,OK,
15/03/2026 06:42,status,1,OK,
15/03/2026 06:42,odds,29,OK,
15/03/2026 06:42,escalacao,252,OK,
15/03/2026 06:42,enriquecido,252,OK,
15/03/2026 10:46,mercado,719,OK,
15/03/2026 10:46,pontuados,84,OK,
15/03/2026 10:46,partidas,10,OK,
15/03/2026 10:46,rodadas,38,OK,
15/03/2026 10:46,status,1,OK,
15/03/2026 10:46,odds,29,OK,
15/03/2026 10:46,escalacao,252,OK,
15/03/2026 10:46,enriquecido,252,OK,
15/03/2026 12:57,mercado,719,OK,
15/03/2026 12:57,pontuados,84,OK,
15/03/2026 12:57,partidas,10,OK,
15/03/2026 12:57,rodadas,38,OK,
15/03/2026 12:57,status,1,OK,
15/03/2026 12:57,odds,29,OK,
15/03/2026 12:57,escalacao,252,OK,
15/03/2026 12:57,enriquecido,252,OK,
15/03/2026 15:23,mercado,719,OK,
15/03/2026 15:23,pontuados,84,OK,
15/03/2026 15:23,partidas,10,OK,
15/03/2026 15:23,rodadas,38,OK,
15/03/2026 15:23,status,1,OK,
15/03/2026 15:23,odds,28,OK,
15/03/2026 15:23,escalacao,252,OK,
15/03/2026 15:23,enriquecido,252,OK,
15/03/2026 16:25,mercado,719,OK,
15/03/2026 16:25,pontuados,150,OK,
15/03/2026 16:25,partidas,10,OK,
15/03/2026 16:25,rodadas,38,OK,
15/03/2026 16:25,status,1,OK,
15/03/2026 16:25,odds,28,OK,
15/03/2026 16:25,escalacao,244,OK,
15/03/2026 16:25,enriquecido,244,OK,
15/03/2026 17:26,mercado,719,OK,
15/03/2026 17:26,pontuados,158,OK,
15/03/2026 17:26,partidas,10,OK,
15/03/2026 17:26,rodadas,38,OK,
15/03/2026 17:26,status,1,OK,
15/03/2026 17:26,odds,28,OK,
15/03/2026 17:26,escalacao,244,OK,
15/03/2026 17:26,enriquecido,244,OK,
15/03/2026 18:47,mercado,720,OK,
15/03/2026 18:47,pontuados,223,OK,
15/03/2026 18:47,partidas,10,OK,
15/03/2026 18:47,rodadas,38,OK,
15/03/2026 18:47,status,1,OK,
15/03/2026 18:47,odds,25,OK,
15/03/2026 18:47,escalacao,241,OK,
15/03/2026 18:47,enriquecido,241,OK,
15/03/2026 20:29,mercado,721,OK,
15/03/2026 20:29,pontuados,243,OK,
15/03/2026 20:29,partidas,10,OK,
15/03/2026 20:29,rodadas,38,OK,
15/03/2026 20:29,status,1,OK,
15/03/2026 20:29,odds,25,OK,
15/03/2026 20:29,escalacao,241,OK,
15/03/2026 20:29,enriquecido,241,OK,
16/03/2026 00:33,mercado,721,OK,
16/03/2026 00:33,pontuados,308,OK,
16/03/2026 00:33,partidas,10,OK,
16/03/2026 00:33,rodadas,38,OK,
16/03/2026 00:33,status,1,OK,
16/03/2026 00:33,odds,21,OK,
16/03/2026 00:33,escalacao,241,OK,
16/03/2026 00:33,enriquecido,241,OK,
16/03/2026 00:35,mercado,721,OK,
16/03/2026 00:35,pontuados,308,OK,
16/03/2026 00:35,partidas,10,OK,
16/03/2026 00:35,rodadas,38,OK,
16/03/2026 00:35,status,1,OK,
16/03/2026 00:35,odds,21,OK,
16/03/2026 00:35,escalacao,241,OK,
16/03/2026 00:35,enriquecido,241,OK,
16/03/2026 00:42,mercado,721,OK,
16/03/2026 00:42,pontuados,308,OK,
16/03/2026 00:42,partidas,10,OK,
16/03/2026 00:42,rodadas,38,OK,
16/03/2026 00:42,status,1,OK,
16/03/2026 00:42,odds,21,OK,
16/03/2026 00:42,escalacao,241,OK,
16/03/2026 00:42,enriquecido,241,OK,
16/03/2026 01:44,mercado,721,OK,
16/03/2026 01:44,pontuados,308,OK,
16/03/2026 01:44,partidas,10,OK,
16/03/2026 01:44,rodadas,38,OK,
16/03/2026 01:44,status,1,OK,
16/03/2026 01:44,odds,21,OK,
16/03/2026 01:44,escalacao,241,OK,
16/03/2026 01:44,enriquecido,241,OK,
16/03/2026 07:11,mercado,721,OK,
16/03/2026 07:11,pontuados,308,OK,
16/03/2026 07:11,partidas,10,OK,
16/03/2026 07:11,rodadas,38,OK,
16/03/2026 07:11,status,1,OK,
16/03/2026 07:11,odds,21,OK,
16/03/2026 07:11,escalacao,241,OK,
16/03/2026 07:11,enriquecido,241,OK,
16/03/2026 10:58,mercado,721,OK,
16/03/2026 10:58,pontuados,308,OK,
16/03/2026 10:58,partidas,10,OK,
16/03/2026 10:58,rodadas,38,OK,
16/03/2026 10:58,status,1,OK,
16/03/2026 10:58,odds,21,OK,
16/03/2026 10:58,escalacao,241,OK,
16/03/2026 10:58,enriquecido,241,OK,
16/03/2026 11:20,mercado,721,OK,
16/03/2026 11:20,pontuados,308,OK,
16/03/2026 11:20,partidas,10,OK,
16/03/2026 11:20,rodadas,38,OK,
16/03/2026 11:20,status,1,OK,
16/03/2026 11:20,odds,21,OK,
16/03/2026 11:20,escalacao,241,OK,
16/03/2026 11:20,enriquecido,241,OK,
16/03/2026 13:41,mercado,721,OK,
16/03/2026 13:41,pontuados,308,OK,
16/03/2026 13:41,partidas,10,OK,
16/03/2026 13:41,rodadas,38,OK,
16/03/2026 13:41,status,1,OK,
16/03/2026 13:41,odds,21,OK,
16/03/2026 13:41,escalacao,241,OK,
16/03/2026 13:41,enriquecido,241,OK,
16/03/2026 15:45,mercado,721,OK,
16/03/2026 15:45,pontuados,308,OK,
16/03/2026 15:45,partidas,10,OK,
16/03/2026 15:45,rodadas,38,OK,
16/03/2026 15:45,status,1,OK,
16/03/2026 15:45,odds,21,OK,
16/03/2026 15:45,escalacao,241,OK,
16/03/2026 15:45,enriquecido,241,OK,
16/03/2026 17:36,mercado,721,OK,
16/03/2026 17:36,pontuados,308,OK,
16/03/2026 17:36,partidas,10,OK,
16/03/2026 17:36,rodadas,38,OK,
16/03/2026 17:36,status,1,OK,
16/03/2026 17:36,odds,21,OK,
16/03/2026 17:36,escalacao,241,OK,
16/03/2026 17:36,enriquecido,241,OK,
16/03/2026 18:58,mercado,722,OK,
